image_name,target_id,target_class,confidence_ai_pct,confidence_final_pct,hazard_risk,shadow_evidence,review_status,relief_height_m,length_m,width_m,area_m2,latitude,longitude,local_x_m,local_y_m,bbox_x1,bbox_y1,bbox_x2,bbox_y2,degradation_tier
0005_2010.jpg,tgt-01,mine_cylinder,15.0,29.0,CRITICAL,SUPPORTING,VERIFIED_3D,5.55,0.4,0.4,0.16,,,-3.61,18.39,178,116,208,147,PARTIAL
0005_2021.jpg,tgt-01,submarine_pipeline,72.4,72.4,HIGH,NEUTRAL,UNVERIFIED,5.53,7.55,5.9,44.55,,,-8.89,31.85,100,0,242,163,PARTIAL
0009_2015.jpg,tgt-01,mine_cylinder,71.8,71.8,CRITICAL,NEUTRAL,UNVERIFIED,0.39,0.85,1.05,0.89,,,11.47,48.68,607,0,652,34,PARTIAL
0009_2015.jpg,tgt-02,mine_cylinder,59.8,59.8,CRITICAL,NEUTRAL,UNVERIFIED,0.24,0.85,1.7,1.44,,,-18.95,-39.89,289,900,347,941,PARTIAL
0009_2015.jpg,tgt-03,shipwreck,49.1,49.1,HIGH,NEUTRAL,UNVERIFIED,0.5,1.15,0.8,0.92,,,-49.22,8.64,0,400,28,447,PARTIAL
0009_2015.jpg,tgt-04,mine_cylinder,26.5,26.5,CRITICAL,NEUTRAL,UNVERIFIED,0.42,0.6,1.15,0.69,,,10.6,14.65,597,344,644,380,PARTIAL
0009_2015.jpg,tgt-05,mine_cylinder,26.2,26.2,CRITICAL,NEUTRAL,UNVERIFIED,1.85,0.65,0.8,0.52,,,-9.08,39.7,399,87,439,124,PARTIAL
0009_2015.jpg,tgt-06,mine_cylinder,27.1,27.1,CRITICAL,NEUTRAL,UNVERIFIED,0.32,0.95,1.25,1.19,,,-13.92,-37.26,345,872,394,915,PARTIAL
0009_2015.jpg,tgt-07,mine_cylinder,21.7,21.7,CRITICAL,NEUTRAL,UNVERIFIED,0.33,0.8,1.35,1.08,,,16.06,-19.53,651,692,702,732,PARTIAL
0009_2015.jpg,tgt-08,shipwreck,23.1,35.1,HIGH,SUPPORTING,VERIFIED_3D,0.39,1.6,3.45,5.52,,,-44.09,8.89,14,393,107,449,PARTIAL
0009_2015.jpg,tgt-09,mine_cylinder,19.6,19.6,CRITICAL,NEUTRAL,UNVERIFIED,0.68,0.65,1.35,0.88,,,13.82,21.73,628,271,679,308,PARTIAL
0009_2015.jpg,tgt-10,mine_cylinder,18.3,18.3,CRITICAL,NEUTRAL,UNVERIFIED,2.02,1.85,2.55,4.72,,,-35.5,-7.08,111,554,186,615,PARTIAL
0009_2015.jpg,tgt-11,mine_cylinder,17.5,17.5,CRITICAL,NEUTRAL,UNVERIFIED,0.99,0.75,0.6,0.45,,,11.82,30.13,615,184,651,223,PARTIAL
0009_2015.jpg,tgt-12,shipwreck,15.5,27.5,HIGH,SUPPORTING,VERIFIED_3D,0.59,0.6,0.95,0.57,,,15.87,-19.43,653,693,696,729,PARTIAL
0011_2021.jpg,tgt-01,shipwreck,34.6,46.6,HIGH,SUPPORTING,VERIFIED_3D,7.78,17.45,7.6,132.62,,,-0.72,-8.05,117,40,293,416,PARTIAL
0011_2021.jpg,tgt-02,crab_pot,19.9,19.9,LOW,NEUTRAL,UNVERIFIED,1.63,0.5,0.5,0.25,,,-31.97,43.99,58,8,92,42,PARTIAL
0012_2010.jpg,tgt-01,submarine_pipeline,96.0,96.0,HIGH,NEUTRAL,UNVERIFIED,5.45,1.25,0.4,0.44,,,1.42,-36.38,511,860,542,909,PARTIAL
0012_2010.jpg,tgt-02,submarine_pipeline,96.0,98.0,HIGH,SUPPORTING,VERIFIED_3D,5.87,3.4,0.5,1.7,,,-1.17,-22.56,483,697,517,789,PARTIAL
0012_2010.jpg,tgt-03,submarine_pipeline,99.0,98.0,HIGH,SUPPORTING,VERIFIED_3D,5.71,1.1,0.45,0.5,,,-1.12,5.08,484,437,517,483,PARTIAL
0012_2010.jpg,tgt-04,submarine_pipeline,99.0,98.0,HIGH,SUPPORTING,VERIFIED_3D,5.66,1.05,0.45,0.47,,,-1.12,8.15,484,406,517,451,PARTIAL
0012_2010.jpg,tgt-05,submarine_pipeline,99.0,98.0,HIGH,SUPPORTING,VERIFIED_3D,5.71,4.3,0.45,1.94,,,-1.12,13.77,484,316,517,426,PARTIAL
0012_2010.jpg,tgt-06,submarine_pipeline,99.0,98.0,HIGH,SUPPORTING,VERIFIED_3D,5.9,8.35,0.5,4.17,,,-1.07,24.46,484,165,518,358,PARTIAL
0012_2010.jpg,tgt-07,submarine_pipeline,99.0,98.0,HIGH,SUPPORTING,VERIFIED_3D,5.68,1.85,0.5,0.93,,,-1.07,33.74,484,136,518,197,PARTIAL
0012_2010.jpg,tgt-08,submarine_pipeline,99.0,98.0,HIGH,SUPPORTING,VERIFIED_3D,5.74,5.25,0.5,2.62,,,-1.07,40.58,484,32,518,161,PARTIAL
0012_2010.jpg,tgt-09,submarine_pipeline,96.0,98.0,HIGH,SUPPORTING,VERIFIED_3D,5.62,1.75,0.45,0.79,,,-1.03,47.31,485,0,518,57,PARTIAL
0012_2010.jpg,tgt-10,submarine_pipeline,96.0,86.0,HIGH,ABSENT,FLAGGED_FOR_REVIEW,3.76,3.15,0.6,1.89,,,4.39,46.92,539,0,575,75,PARTIAL
0012_2010.jpg,tgt-11,mine_cylinder,18.7,18.7,CRITICAL,NEUTRAL,UNVERIFIED,3.12,0.5,0.55,0.28,,,2.49,0.0,520,495,555,529,PARTIAL
0012_2010.jpg,tgt-12,shipwreck,14.9,26.9,HIGH,SUPPORTING,VERIFIED_3D,0.21,1.0,0.55,0.55,,,-35.79,10.45,128,383,163,427,PARTIAL
0012_2010.jpg,tgt-13,shipwreck,14.8,26.8,HIGH,SUPPORTING,VERIFIED_3D,0.58,1.55,0.75,1.16,,,-36.38,12.94,120,352,159,407,PARTIAL
0015_2021.jpg,tgt-01,mine_cylinder,56.7,56.7,CRITICAL,NEUTRAL,UNVERIFIED,0.7,0.85,1.7,1.44,,,-32.69,31.85,43,55,101,96,PARTIAL
baycove_03_14_png_jpg.rf.ecb269edb9fe893f9c96ace8e2bc2e3f.jpg,tgt-01,crab_pot,96.0,96.0,LOW,NEUTRAL,UNVERIFIED,0.3,0.55,0.7,0.39,,,32.97,-49.14,512,617,550,640,PARTIAL
baycove_03_14_png_jpg.rf.ecb269edb9fe893f9c96ace8e2bc2e3f.jpg,tgt-02,crab_pot,96.0,96.0,LOW,NEUTRAL,UNVERIFIED,0.5,1.1,1.0,1.1,,,48.44,-42.81,608,571,640,617,PARTIAL
baycove_03_14_png_jpg.rf.ecb269edb9fe893f9c96ace8e2bc2e3f.jpg,tgt-03,crab_pot,96.0,96.0,LOW,NEUTRAL,UNVERIFIED,0.08,0.75,0.75,0.56,,,44.14,-26.33,583,469,622,508,PARTIAL
baycove_03_14_png_jpg.rf.ecb269edb9fe893f9c96ace8e2bc2e3f.jpg,tgt-04,crab_pot,96.0,96.0,LOW,NEUTRAL,UNVERIFIED,0.03,0.55,0.7,0.39,,,46.72,-23.98,600,456,638,491,PARTIAL
baycove_03_14_png_jpg.rf.ecb269edb9fe893f9c96ace8e2bc2e3f.jpg,tgt-05,crab_pot,96.0,96.0,LOW,NEUTRAL,UNVERIFIED,0.06,0.6,0.7,0.42,,,40.0,-17.5,557,414,595,450,PARTIAL
baycove_03_14_png_jpg.rf.ecb269edb9fe893f9c96ace8e2bc2e3f.jpg,tgt-06,crab_pot,96.0,96.0,LOW,NEUTRAL,UNVERIFIED,0.3,0.65,0.5,0.33,,,40.31,-9.3,561,361,595,398,PARTIAL
baycove_03_14_png_jpg.rf.ecb269edb9fe893f9c96ace8e2bc2e3f.jpg,tgt-07,crab_pot,96.0,96.0,LOW,NEUTRAL,UNVERIFIED,0.71,0.7,0.55,0.39,,,44.77,-8.59,589,356,624,394,PARTIAL
baycove_03_14_png_jpg.rf.ecb269edb9fe893f9c96ace8e2bc2e3f.jpg,tgt-08,ghost_net,96.0,96.0,MEDIUM,NEUTRAL,UNVERIFIED,0.83,0.8,0.55,0.44,,,35.08,-4.37,527,328,562,368,PARTIAL
baycove_03_14_png_jpg.rf.f71de09bd762d6bda89fe0612cc6d776.jpg,tgt-01,crab_pot,20.4,20.4,LOW,NEUTRAL,UNVERIFIED,1.23,1.3,1.1,1.43,,,33.59,4.53,512,266,558,316,PARTIAL
baycove_03_14_png_jpg.rf.f71de09bd762d6bda89fe0612cc6d776.jpg,tgt-02,crab_pot,16.9,16.9,LOW,NEUTRAL,UNVERIFIED,1.85,0.7,0.6,0.42,,,6.25,-29.69,342,491,378,529,PARTIAL
baycove_03_15_png_jpg.rf.2e7216d4273f3e6c11928ab24b606590.jpg,tgt-01,crab_pot,68.0,68.0,LOW,NEUTRAL,UNVERIFIED,0.5,0.8,1.0,0.8,,,-16.25,32.03,194,95,238,135,PARTIAL
baycove_03_15_png_jpg.rf.2e7216d4273f3e6c11928ab24b606590.jpg,tgt-02,crab_pot,48.5,48.5,LOW,NEUTRAL,UNVERIFIED,1.57,0.85,1.0,0.85,,,5.78,9.14,335,241,379,282,PARTIAL
baycove_03_15_png_jpg.rf.2e7216d4273f3e6c11928ab24b606590.jpg,tgt-03,crab_pot,46.7,46.7,LOW,NEUTRAL,UNVERIFIED,1.81,0.85,0.95,0.81,,,3.83,34.45,323,79,366,120,PARTIAL
baycove_03_15_png_jpg.rf.2e7216d4273f3e6c11928ab24b606590.jpg,tgt-04,crab_pot,30.2,38.2,LOW,SUPPORTING,VERIFIED_3D,1.95,1.05,1.2,1.26,,,-35.0,45.86,72,4,120,49,PARTIAL
baycove_03_15_png_jpg.rf.2e7216d4273f3e6c11928ab24b606590.jpg,tgt-05,crab_pot,27.5,35.5,LOW,SUPPORTING,VERIFIED_3D,1.84,2.3,2.75,6.32,,,-33.83,46.41,64,0,143,58,PARTIAL
baycove_03_15_png_jpg.rf.5b00ae977dc818589fc0ca0e5ca74765.jpg,tgt-01,crab_pot,64.6,64.6,LOW,NEUTRAL,UNVERIFIED,2.24,1.0,1.25,1.25,,,-2.73,3.44,278,276,327,320,PARTIAL
baycove_03_15_png_jpg.rf.5b00ae977dc818589fc0ca0e5ca74765.jpg,tgt-02,crab_pot,59.1,59.1,LOW,NEUTRAL,UNVERIFIED,0.44,0.85,0.8,0.68,,,16.25,-25.23,404,461,444,502,PARTIAL
baycove_03_15_png_jpg.rf.5b00ae977dc818589fc0ca0e5ca74765.jpg,tgt-03,crab_pot,43.1,43.1,LOW,NEUTRAL,UNVERIFIED,1.39,1.2,1.3,1.56,,,-5.94,-24.53,257,453,307,501,PARTIAL
baycove_03_15_png_jpg.rf.5b00ae977dc818589fc0ca0e5ca74765.jpg,tgt-04,crab_pot,15.3,15.3,LOW,NEUTRAL,UNVERIFIED,0.6,1.5,1.1,1.65,,,17.34,-27.5,408,469,454,523,PARTIAL
baycove_03_15_png_jpg.rf.86db284df93a246f0a9897e59914802c.jpg,tgt-01,crab_pot,68.3,68.3,LOW,NEUTRAL,UNVERIFIED,2.77,0.85,1.1,0.94,,,-2.66,1.02,280,293,326,334,PARTIAL
baycove_03_15_png_jpg.rf.86db284df93a246f0a9897e59914802c.jpg,tgt-02,crab_pot,48.4,48.4,LOW,NEUTRAL,UNVERIFIED,0.37,0.7,0.8,0.56,,,22.66,-22.19,445,443,485,481,PARTIAL
baycove_03_15_png_jpg.rf.86db284df93a246f0a9897e59914802c.jpg,tgt-03,crab_pot,48.0,48.0,LOW,NEUTRAL,UNVERIFIED,5.09,0.85,0.9,0.77,,,0.62,-26.95,303,472,345,513,PARTIAL
baycove_03_15_png_jpg.rf.86db284df93a246f0a9897e59914802c.jpg,tgt-04,crab_pot,34.1,34.1,LOW,NEUTRAL,UNVERIFIED,0.36,1.2,1.2,1.44,,,45.94,-37.34,590,535,638,583,PARTIAL
baycove_03_15_png_jpg.rf.86db284df93a246f0a9897e59914802c.jpg,tgt-05,crab_pot,31.5,31.5,LOW,NEUTRAL,UNVERIFIED,0.11,3.25,2.4,7.8,,,45.63,-39.77,576,530,640,619,PARTIAL
baycove_03_15_png_jpg.rf.86db284df93a246f0a9897e59914802c.jpg,tgt-06,crab_pot,23.1,23.1,LOW,NEUTRAL,UNVERIFIED,0.99,2.35,1.95,4.58,,,23.2,-23.98,437,438,500,509,PARTIAL
baycove_03_17_png_jpg.rf.5da5401f54a8a96cb1141761ad3959e2.jpg,tgt-01,crab_pot,67.2,75.2,LOW,SUPPORTING,VERIFIED_3D,0.21,0.9,1.1,0.99,,,-34.84,38.44,74,53,120,95,PARTIAL
baycove_03_17_png_jpg.rf.5da5401f54a8a96cb1141761ad3959e2.jpg,tgt-02,crab_pot,60.3,68.3,LOW,SUPPORTING,VERIFIED_3D,6.1,1.05,1.1,1.16,,,-2.97,-25.55,278,461,324,506,PARTIAL
baycove_03_17_png_jpg.rf.5da5401f54a8a96cb1141761ad3959e2.jpg,tgt-03,crab_pot,49.6,57.6,LOW,SUPPORTING,VERIFIED_3D,0.58,1.1,1.4,1.54,,,-33.75,47.19,78,0,130,41,PARTIAL
baycove_03_17_png_jpg.rf.5da5401f54a8a96cb1141761ad3959e2.jpg,tgt-04,crab_pot,45.9,45.9,LOW,NEUTRAL,UNVERIFIED,5.33,0.75,0.65,0.49,,,-0.23,-1.95,300,313,337,352,PARTIAL
baycove_03_17_png_jpg.rf.5da5401f54a8a96cb1141761ad3959e2.jpg,tgt-05,crab_pot,42.4,42.4,LOW,NEUTRAL,UNVERIFIED,4.0,0.9,1.25,1.12,,,-5.23,-32.19,262,505,311,547,PARTIAL
baycove_03_17_png_jpg.rf.5da5401f54a8a96cb1141761ad3959e2.jpg,tgt-06,crab_pot,37.4,37.4,LOW,NEUTRAL,UNVERIFIED,0.3,0.85,0.85,0.72,,,-32.27,34.77,93,77,134,118,PARTIAL
baycove_03_17_png_jpg.rf.5da5401f54a8a96cb1141761ad3959e2.jpg,tgt-07,crab_pot,31.1,31.1,LOW,NEUTRAL,UNVERIFIED,1.14,0.8,0.8,0.64,,,2.81,-1.09,318,307,358,347,PARTIAL
baycove_03_17_png_jpg.rf.600c1b3ed8ede55291f5cbcebf8f86f6.jpg,tgt-01,crab_pot,72.2,72.2,LOW,NEUTRAL,UNVERIFIED,1.11,0.85,0.95,0.81,,,26.33,-34.77,467,522,510,563,PARTIAL
baycove_03_17_png_jpg.rf.600c1b3ed8ede55291f5cbcebf8f86f6.jpg,tgt-02,crab_pot,71.6,71.6,LOW,NEUTRAL,UNVERIFIED,0.69,1.05,1.3,1.37,,,42.81,-42.27,569,568,619,613,PARTIAL
baycove_03_17_png_jpg.rf.600c1b3ed8ede55291f5cbcebf8f86f6.jpg,tgt-03,crab_pot,71.1,71.1,LOW,NEUTRAL,UNVERIFIED,0.19,0.65,0.7,0.45,,,38.75,-26.64,549,472,587,509,PARTIAL
baycove_03_17_png_jpg.rf.600c1b3ed8ede55291f5cbcebf8f86f6.jpg,tgt-04,crab_pot,66.6,66.6,LOW,NEUTRAL,UNVERIFIED,0.26,0.85,0.95,0.81,,,42.42,-30.7,570,496,613,537,PARTIAL
baycove_03_17_png_jpg.rf.600c1b3ed8ede55291f5cbcebf8f86f6.jpg,tgt-05,crab_pot,46.8,46.8,LOW,NEUTRAL,UNVERIFIED,2.46,0.55,0.7,0.39,,,1.41,11.02,310,232,348,267,PARTIAL
baycove_03_17_png_jpg.rf.6b3cf738452a20c7d1f97812337c410f.jpg,tgt-01,crab_pot,62.9,62.9,LOW,NEUTRAL,UNVERIFIED,0.63,1.05,1.25,1.31,,,-34.77,46.64,73,0,122,44,PARTIAL
baycove_03_17_png_jpg.rf.6b3cf738452a20c7d1f97812337c410f.jpg,tgt-02,crab_pot,56.9,56.9,LOW,NEUTRAL,UNVERIFIED,0.22,0.9,1.05,0.95,,,-33.52,34.22,83,80,128,122,PARTIAL
baycove_03_17_png_jpg.rf.6b3cf738452a20c7d1f97812337c410f.jpg,tgt-03,crab_pot,52.9,52.9,LOW,NEUTRAL,UNVERIFIED,0.79,0.8,0.9,0.72,,,-21.41,40.62,162,40,204,80,PARTIAL
baycove_03_17_png_jpg.rf.6b3cf738452a20c7d1f97812337c410f.jpg,tgt-04,crab_pot,52.3,60.3,LOW,SUPPORTING,VERIFIED_3D,1.18,0.9,1.1,0.99,,,-36.09,37.81,66,57,112,99,PARTIAL
baycove_03_17_png_jpg.rf.6b3cf738452a20c7d1f97812337c410f.jpg,tgt-05,crab_pot,47.7,47.7,LOW,NEUTRAL,UNVERIFIED,4.44,0.9,0.8,0.72,,,0.62,-0.16,304,300,344,342,PARTIAL
baycove_03_17_png_jpg.rf.6b3cf738452a20c7d1f97812337c410f.jpg,tgt-06,crab_pot,37.0,45.0,LOW,SUPPORTING,VERIFIED_3D,4.73,0.95,1.0,0.95,,,-6.25,-24.92,258,458,302,501,PARTIAL
baycove_03_17_png_jpg.rf.6b3cf738452a20c7d1f97812337c410f.jpg,tgt-07,crab_pot,35.5,35.5,LOW,NEUTRAL,UNVERIFIED,1.09,0.8,0.75,0.6,,,-2.89,-1.25,282,308,321,348,PARTIAL
baycove_03_17_png_jpg.rf.6b3cf738452a20c7d1f97812337c410f.jpg,tgt-08,crab_pot,24.9,24.9,LOW,NEUTRAL,UNVERIFIED,3.18,1.0,1.4,1.4,,,-8.75,-31.87,238,502,290,546,PARTIAL
baycove_03_17_png_jpg.rf.6b3cf738452a20c7d1f97812337c410f.jpg,tgt-09,crab_pot,19.8,19.8,LOW,NEUTRAL,UNVERIFIED,0.5,0.8,0.55,0.44,,,-49.14,37.81,0,58,23,98,PARTIAL
baycove_03_18_png_jpg.rf.5e168360c20dc6b1aab64e11dd7d9a8e.jpg,tgt-01,crab_pot,67.8,67.8,LOW,NEUTRAL,UNVERIFIED,0.7,0.85,0.95,0.81,,,-21.17,11.33,163,227,206,268,PARTIAL
baycove_03_18_png_jpg.rf.5e168360c20dc6b1aab64e11dd7d9a8e.jpg,tgt-02,crab_pot,48.9,48.9,LOW,NEUTRAL,UNVERIFIED,0.91,1.0,1.15,1.15,,,-30.23,28.91,103,113,150,157,PARTIAL
baycove_09_10_png_jpg.rf.c99b3e32f0d5c74b4363272c5f003e2c.jpg,tgt-01,crab_pot,63.8,63.8,LOW,NEUTRAL,UNVERIFIED,1.38,0.9,0.85,0.77,,,-6.64,-2.5,257,315,298,357,PARTIAL
baycove_09_10_png_jpg.rf.c99b3e32f0d5c74b4363272c5f003e2c.jpg,tgt-02,crab_pot,14.5,14.5,LOW,NEUTRAL,UNVERIFIED,4.0,1.6,1.55,2.48,,,-2.58,11.88,276,216,331,272,PARTIAL
baycove_09_11_png_jpg.rf.8b621cc1b5da15fc15020ca3ff5bdd45.jpg,tgt-01,crab_pot,22.3,22.3,LOW,NEUTRAL,UNVERIFIED,1.35,2.2,1.7,3.74,,,-10.0,-40.31,227,544,285,612,PARTIAL
baycove_09_11_png_jpg.rf.8b621cc1b5da15fc15020ca3ff5bdd45.jpg,tgt-02,crab_pot,16.9,16.9,LOW,NEUTRAL,UNVERIFIED,1.62,3.9,3.5,13.65,,,-9.84,-38.91,210,518,304,620,PARTIAL
baycove_09_11_png_jpg.rf.91d0452745cb86710f352b40f400d047.jpg,tgt-01,crab_pot,27.1,35.1,LOW,SUPPORTING,VERIFIED_3D,2.13,1.3,1.6,2.08,,,-34.84,-7.19,69,341,125,391,PARTIAL
bg_1693569415.790_x2000.jpg,tgt-01,crab_pot,96.0,96.0,LOW,NEUTRAL,UNVERIFIED,0.62,0.55,0.7,0.39,,,-39.38,-40.7,49,436,87,471,PARTIAL
bg_1693569415.790_x2000.jpg,tgt-02,crab_pot,96.0,96.0,LOW,NEUTRAL,UNVERIFIED,0.61,0.8,0.65,0.52,,,-30.08,-25.4,109,357,146,397,PARTIAL
bg_1693569415.790_x2000.jpg,tgt-03,crab_pot,96.0,96.0,LOW,NEUTRAL,UNVERIFIED,0.03,0.55,0.75,0.41,,,-47.89,-23.7,0,351,33,386,PARTIAL
bg_1693569415.790_x2000.jpg,tgt-04,submarine_pipeline,96.0,96.0,HIGH,NEUTRAL,UNVERIFIED,0.19,0.45,0.8,0.36,,,-43.91,-12.5,19,296,59,329,PARTIAL
bg_1693569415.790_x2000.jpg,tgt-05,submarine_pipeline,96.0,96.0,HIGH,NEUTRAL,UNVERIFIED,0.89,0.5,1.05,0.53,,,-31.02,11.0,99,178,144,212,PARTIAL
bg_1693569415.790_x2000.jpg,tgt-06,crab_pot,96.0,96.0,LOW,NEUTRAL,UNVERIFIED,0.5,0.8,0.7,0.56,,,-48.91,40.0,0,30,26,70,PARTIAL
bg_1693569415.790_x2000.jpg,tgt-07,ghost_net,95.6,95.6,MEDIUM,NEUTRAL,UNVERIFIED,0.54,0.55,0.95,0.52,,,-30.08,-17.3,106,319,149,354,PARTIAL
bg_1693569415.790_x2000.jpg,tgt-08,submarine_pipeline,94.8,94.8,HIGH,NEUTRAL,UNVERIFIED,0.24,1.8,0.5,0.9,,,30.0,-11.8,495,279,529,339,PARTIAL
